,X,y
3834,"From the What Was She Thinking? file: Whoopi Goldberg plays a cop in the future who is teamed with a talking dinosaur (!) for a crime case involving a madman who wants to start another ice-age. Straight-to-tape oddity is embarrassing and ridiculous, a high-concept in search of itself. Apparently this was a labor of love for its writer-director, Jonathan Betuel (who also served as one of the producers); sadly, the end results are anemic, to be charitable. Goldberg's mere presence on-screen can often spark good will and laughter no matter how poor the script, but here she's drowning and you can see the unfunny results. NO STARS from ****",0
1528,"Ingrid Bergman is a temporarily impoverished Polish countess in 1900s Paris who finds herself pursued by France's most popular general and a glamorous count -- and that's on top of being engaged to a shoe magnate. Such is the failproof premise that entrains one of the most delirious plots in movie history. There are backroom political machinations by the general's handlers, a downed balloonist and ecstatic Bastille Day throngs, but the heart of this gorgeously photographed film is the frantic upstairs/downstairs intrigues involving randy servants and only slightly more restrained aristocrats. Yes, it's Rules of the Game redux. Before it's all over even Gaston Modot, the jealous gamekeeper in Rules, puts in an appearance -- as a gypsy capo, no less! Things happen a little too thick and fast toward the end, resulting in some confusion for this non-French speaker, but what the heck -- Elena and Her Men is another deeply humane Renoir masterpiece.",1
3566,"I rented this DVD for two reasons. A cast of great actors, and the director, even though Robert Altman can be hit or miss. In this case, it was a big miss. Altman's attempt at creating suspense fell on its keester. After seeing Kenneth Branagh in a good film like ""Dead Again"", I didn't think he could possibly contribute to such a turkey, and I hope it didn't ruin his reputation. Robert Duvall seems to have fallen the way of most one-time Oscar winners. On a downward spiral that includes acting in eating-money films such as this one. Duvall was once a great actor in excellent films, even though his best performance was not ""Tender Mercies"", but ""The Great Santini"". This movie was truly a big waste of time. I give it a 2 out of 10.",0
3460,"Pretty disappointing prequel to the first two films, it's got none of the suspense of the first nor the interest of the second. By concentrating on the guys who 'run' the cube, it basically takes away any of the sense of tension inside the cube, as we simply don't care about the characters inside. Much of the film is simply boring, and it only becomes truly terrible with the introduction of the glass-eyed superior and the green-eyed crazy marine. After that, though, it just descends into over-the-top unintentional hilarity. The ending is fitting though, tying it back into the first one in an indirect way. The script is terrible, the acting mediocre at best, and the direction unimpressive. A much lesser follow-up.",0
3777,"I really do fail to see the actual surplus value of this movie. It's not bad enough to be hilarious. There's no sleaze or gratuitous nudity (although there was plenty of opportunity). There's no gore. There's no suspense in the first hour of the movie 'cause there's way to much scenes of tourist having a party and natives playing funky tribal music. That last part was actually funny on many occasions: You see these natives hitting congas and 'jembés' and that's indeed what you hear (badly synchronized) on the soundtrack. But they also added this funky bass-line on the soundtrack. So, where was the bass-player? At one point the natives get angry and start killing the tourists. Why all of the sudden? It's supposed to be because the evil white men build this tourist complex, which according to their myth awakened the wrath of the river-alligator-god (I actually missed the explanation for that one). But the natives did help for several months to build the tourist complex, so why the sudden angriness? And how in the hell did they manage to push the helicopter in the water??? It's all silly and pointless. This movie also features the skinniest Afro-American model I've ever seen.<br /><br />At one point our heroic leading couple visits this cave where a weird, crazy old man lives. The only point to that scene is that they make the ""shocking"" discovery that the killer-crocodile is actually an alligator. Crocodile or alligator, what's the difference? It's big, it's made out of plastic and it eats people. All the same to me. The alligator is a rather silly creation. It's very stiff & motionless and doesn't even flap its feet when it swims. The eyes don't even move when they're shot in close-up. I guess they didn't know 'animatronics' back then in Italy during 1979. There's also a lot of pointless inter-cut shots of the local wildlife. I suspect it's stock footage.<br /><br />Like, I said, the first hour was pretty lame and the only reason I didn't switch off the movie was because my cat was asleep on my lap and I didn't want to wake the sweet thing. But the last half hour of the movie did get better. We finally get to see some action when the alligator swims through a horde of panicking people snapping its teeth and munching on them. The most entertaining (and at the same time funny) scene is when Alice and Daniel drive a van over a bridge and it collapses. We're looking at a matchbox-version of the van falling in the river here. Funny. But nicely shot. In fact there are several other nice traveling camera-moves. Surprisingly for this type of flick. I was gonna point out some stupid details concerning the end of the movie, but I don't wanna spoil it completely, in case you do decide to watch this movie. My advice is to stay away from it. If you wanna see a decent alligator movie, then see Lewis Teague's ALLIGATOR. I admit, that one isn't Italian and isn't a JAWS rip-off, but it certainly is more fun. And if you're interested in other movies made by director Sergio Martino, then I strongly recommend the highly entertaining 2019: AFTER THE FALL OF NEW YORK. That one's an over-the-top rip-off of every possible existing post-apocalyptic-future-of-doom-movie. ""Italians"" and ""rip-offs"", two words that go together very well.",0
319,"While originally reluctant to jump on the bandwagon of watching ""Lost"", I accidentally caught one episode at the beginning of season 1the one with the polar-bearand it has had my undivided attention ever since. The show, that is. Not the polar bear. So bear (heh) with me while I throw out as much rambling, semi-coherent praise as I can muster.<br /><br />""Lost"" takes a simple idea of a passenger flight full of people crashing onto a desert island, and gradually adds extraordinary depth to its premise by exploring each character deeply and unflinchinglywhat drives them, who are they? Where did they come from? It soon becomes clear that the island upon which they are stranded acts as a common denominator for many things in their lives, whether they're running away from something (Sawyer and Kate among others) or getting in touch with spirituality (Locke, Claire). But ""Lost"" also zooms in on the island itself and the mysterious horrors that it houses... and they all seem to be strangely connected.<br /><br />While television actors are not exactly known for their subtlety or dazzling acting abilities, most of the cast of ""Lost"" are, in truth, spectacular actors for their respective parts, projecting heart and humour in their performances. There's also a multitude of eyecandy, but not generally of the plastic Hollywood kind as most TV shows. The characters all feel very real and they are extremely compelling to watch. Their interactions rarely fall prey to predictable sappiness, petty arguments or cheesy melodrama (although they are annoyingly secretive)  these people are first and foremost trying to survive and whatever relationship appears is treated secondary to action. The realism of these characters facilitate an already well-sculptured plot. <br /><br />About this plot... Imagine a tree as the template plot, then the branches as subplots (in this case, one branch for every character)  well, Lost adds twigs to each branch and then tiny twigs to those twigs as other story lines. If you're a brother/sister to one of the main characters in the flashbacks, you will get your own storyline. If you're a DOG you will have your own storyline. Unless the writers manage to weave them all together into some glorious culmination in the end, they are setting themselves up. I am more than a little worried there will be some disappointing cop-out to this show, as I'm sure most people are.<br /><br />But assuming the writers do pull this off, ""Lost"" is possibly the best show ever to hit television.<br /><br />9/10",1
3558,"This inept adaptation of arguably one of Martin Amis's weaker novels fails to even draw comparisons with other druggy oeuvres such as Requiem For A Dream or anything penned by Irvine Walsh as it struggles to decide whether it is a slap-stick cartoon or a hyper-realistic hallucination.<br /><br />Boringly directed by William Marsh in over-saturated hues, a group of public school drop-outs converge in a mansion awaiting the appearance of three American friends for a weekend of decadent drug-taking. And that's it. Except for the ludicrous sub-plot soon-to-be-the-main-plot nonsense about an extremist cult group who express themselves with the violent killings of the world's elite figures, be it political or pampered. Within the first reel you know exactly where this is going.<br /><br />What is a talented actor like Paul Bettany doing in this tiresome, badly written bore? Made prior to his rise to fame and Jennifer Connelly one can be assured that had he been offered this garbage now he'd have immediately changed agents! Avoid.",0
3036,"Most movies I can sit through easily, even if I do not particularly like the movie. I am the type of person who recognizes great films even if I do not like the genre. This is the first movie I could not stand to watch. Cat in the Hat is the worst movie I have ever seen--and I've seen a lot of movies. The acting is okay (Myers is good as the cat, it's just that he is REALLY annoying). The silly songs the cat sings were boring and monotonous, even for the children in the audience. The plot drags on and on, and viewers must suffer through poor dialogue. The ""witty"" parental remarks are disgusting, not funny (I remember some awful comment about a garden hoe being compared to, well, a type of person people call a ""ho""). Even though the movie is really short, it seemed to last FOREVER. Do not waste your time. I know small kids who hated this movie. If children can't stand it, I do not know how any adults can. I would like to fume more about this film but I do not even feel like wasting anymore time writing this review about it. I HATED IT! So, in summary, do not spend 90 minutes of your life watching this! See a GOOD movie!<br /><br />1/10 stars--the lowest review I have ever given a movie.",0
3380,"Greenaway seems to have a habit of trying deliberately to disgust his viewers. This film opens with incest--and purposeless, meaningless, casual incest at that. That's Greenaway's big problem. He prefers parlor tricks to shock over actually doing anything meaningful. Technical skill isn't enough. He's just a bit perverse for the sake of perversity.",0
2198,"A killer, wearing a plastic white mask and black overcoat, is killing the friends of Hollywood producer Shawn Banning(Danny Wolske)who inherited his position when someone sliced open his former employer from crotch to chest. Perhaps the psychopath is newly hired Maddy(Dabbie Rochon), an attractive, raven haired beauty with a troubled family past, plagued with nightmares. Shawn and his friends play a practical joke on Maddy, concerning a supposed Murder Club they started where each member randomly selected a victim to kill. When Maddy accidentally murders a woman in a parking garage because of a dent put into her car by this person, she finds that Shawn's pals were jerking her chain. But, Shawn and his comrades are concerned about Maddy's admittance towards committing the murder and contemplate turning her into the proper authorities. Deciding to wait on a definite decision, each member fall prey to the white-masked psycho with Maddy a suspect considering the fact that she already has killed before. Or, is someone else behind these murders? Low budget slasher, executive produced by Charles Band, with gore murders that fail to convince. Plenty of tits on display and Allen Nabors goofy character Chris might entertain those with low expectations. The murders include a stomach being opened with intestines showing, a neck sliced, an electrical cord thrown into a pool frying a female victim who had all day to escape, an ax buried into the back of a male victim, and, to top it all, a couple are strangled by a rope during their sexual climax(..for added effect, the killer uses the breaker bar of a socket wrench as extra leverage to twist the rope as tight as possible snapping their necks). There are enough plot holes to drive a truck through, such as why Maddy has nightmares of murders she didn't commit, how she could murder someone so violently(..with blood all over her)winding up waking in her bed without leaving something at the scene of the crime that would easily implicate her, and how Shawn could go so long, allowing her to continue working at the company despite what she told regarding the murder she committed, and a continual desire to join the supposed club that doesn't exist.<br /><br />What bothered me the most was the film's desire for having us somehow sympathizing with this female protagonist who wanted to join a club after killing someone, later proclaiming it to be an accident. The film builds Maddy as the potential psycho throughout because of her past. Her family disowned her for an abortion. She has black-outs and always appropriately winds up at the scenes of crimes after the fact. In a lot of slashers, the one who seems the most likely killer is often the red herring, but this film goes out of it's way to point the finger at Maddy. When the twist occurs, we're left rooting for Maddy, yet we know she's not right in the head. It's a tough sell caring for this chick. She does look great in a man's Army shirt, though. And, Rochon isn't afraid to let her puppies breathe, either. Low budget horror fans will get a kick out of seeing cult favorite Brinke Stevens as a religious fanatical mother who preaches against what Maddy did, calling her a murderer as beloved Troma producer Lloyd Kaufman is the aloof father who can not get in a word edge-wise to protect the daughter he truly cares about. Cult siren Julie Strain has a minor cameo, showing her tits(of course)as the opening murdered male's girlfriend getting her head crushed by a hammer. Oh, and check out the office for which Shawn works, you'll see a lot of Full Moon posters and art-work spread throughout the walls.",0
2997,"""Extreme Makeover: Home Edition"" is yet another 'feel-goody', so-called 'heart warming', and out-for-ratings show that ABC has had the time to put together.<br /><br />I understand the troubles that these families go through. For that, I am sorry. But wouldn't you think that putting four wide-screen plasma televisions, three flat-screen desktop computers, an inground pool taking up half of a backyard, and closets full of expensive designer clothing is a BIT too excessive for ANY family? Sure, these families have been through a lot. Sure, they deserve nicer things that what they had previously had.<br /><br />But honestly, the things that Ty Pennington and his crew put into these houses are enough to suit an entire neighborhood.<br /><br />Another thing that really irks me about this show is how Ty and his crew always have something good to say about every little thing that relates to the family, or the family's condition. Telling a wheelchair-bound person that he or she is 'so strong', or 'very brave' really does get old after a while. That may sound rude, but believe me; watch this show, and you'll see what I mean.<br /><br />All in all, this show is overrated. If you want to watch it, go ahead. This comment is just a heads-up for what you'd be watching.",0
3402,"Crazed Shotgun toting-incest driven-revenge seeking truck drivers & obsessive control disorder ""daddy raped me when I was 12"" handcuff carrying, all latex wearing prostitutes is just a few of the character you will be introduced to in this complete disgrace of a movie that can easily be viewed on any cable TV station (IE: Skinemax) at 4am on Sunday nights. (And yes I know that was an entire sentence, but bare with me people; this is a long-winded review for a short pointless film).<br /><br />Filmed in ""somewhere"" Canada, with almost no budget, the plot to this freak show is trite, the police in it obviously never heard of ""State Jurisdiction"" because they end up chasing both Miya (Hookers) and Trent (idiotic, Anal Retentive, Generic, insecure College Student) all across the U.S. (and I thought only the FBI could do that). The camera is shaky, the sex scenes are mediocre and the acting is so bad it might actually cause unintentional acid flashbacks to movies like ""Ishtar"" and ""Leonard Part 6"".<br /><br />As far as the Skin scenes go (which is the only reason to even rent this movie, don't even think of buying it) there are two of them. The first one is the only one worth watching though which is the Dominatrix Sex scene with Kari Salin and ____(insert unknown actor here, he's obviously done nothing else worth noting) in a seedy, disgusting Motel room (the kind with the busted sink that drips, and the soda machine outside that only has blue tonic water left in it). It's all S&M (riding crops, handcuffs, hot wax, and underwear licking) folks and in the end, he gets left in a motel room, with no money and cops waiting at his door (that's goes to show you guys, don't let a hooker tie you up in a ""middle-of-nowhere"" motel room). Sadly though, Kari shows no skin worth remembering, and that alone can cause deep-seeded traumatic experiences for some gentlemen, so that is definitely a downer towards this flick.<br /><br />As for the ending, *Snicker*Snicker* I know you probably wouldn't mind if I revealed it to you but I won't, you should spend your hard earned money for that one. All in all I give it a 1/5 for action, a 3/5 for Skin (See last paragraph) and a 0/0 for acting, character development or intricate plot twists.<br /><br />- Laughing Man",0
2481,"This movie had so much potential - a strong cast, a reasonably strong idea and clearly a decent budget. I'm not sure where it all went wrong, but each of those elements was wasted. The story went nowhere, the characters were hollow to say the least and the result was a very boring, pointless, waste of a film. I hated it. Judging by the other votes, I'm in the minority here and must be some sort of freak. However, I thought this movie was dreadful. I had high hopes, but was very disappointed. A particular disappointment was Jody Foster's character. A very cocky ""fixer"" of sorts makes a nice idea. Jody was confident and sexy, but the character did nothing and went nowhere. Denzel Washington played the same character he always plays - enjoyable but nothing new.",0
548,This episode from the first season slightly edges towards controversy with the whole gender bending angle.I imagine there would have been a significant amount of editing before this was finished to appease censors.<br /><br />The story itself is original and well written and the directing is complemented by the fine acting.(Nicholas Lea makes his X-Files debut though not as Agent Krycek but as a victim called Michael) I especially enjoyed the built up to and the ending itself.<br /><br />Its different but enjoyable.Ignore any bad reviews you may hear.Watch it for yourself and make judgement then,1
1703,"According to the book The Last of the Cowboy Heroes which is about Joel McCrea, Audie Murphy, and Randolph Scott, the author says that Albuquerque was the only film he personally did not review because he claimed it was lost. Hadn't been seen in years.<br /><br />Good thing for western fans somebody was doing some spring cleaning at Paramount because a print was apparently found and now it's out on the open market. Albuquerque is a pretty good western too with Scott involved in a family feud with Uncle George Cleveland.<br /><br />George Cleveland sends for his nephew Randolph Scott with the intention of making him part of his freighting business, headquartered in the fast growing settlement of Albuquerque. Cleveland is more than just a business owner, he's the town boss which he runs from a wheelchair. He even has the sheriff in his pocket. <br /><br />Randolph Scott is not a cowboy hero for nothing. That includes not backing relatives up when they're villains. He goes to work for a rival outfit headed by brother and sister Russell Hayden and Catherine Craig.<br /><br />Cleveland is full of all kinds of tricks and he even sends for a western Mata Hari in the person of Barbara Britton to worm her way into the confidence of his rivals. Barbara's great as the homespun vixen who develops her own agenda.<br /><br />Randolph Scott's original home studio was Paramount, it was where his first studio contract was with. Albuquerque marked the last film he ever did for Paramount and they gave him a good one.<br /><br />Note also Lon Chaney, Jr., who is George Cleveland's chief henchman, a rather loathsome bully of a man and Gabby Hayes, who is just Gabby Hayes.<br /><br />Albuquerque must have been loved by Republicans across the nation in 1948 with its chief villain as a town boss who rules from a wheelchair. A certain Democrat from a wheelchair had made hash of them for four straight presidential elections and he was gone. They had high hopes of winning the White House that year too, but things went awry and they had to settle for an ersatz boss getting his comeuppance in Albuquerque. I'm not sure why Cleveland was in a wheelchair since nothing was really made of it in the plot. My guess is he was injured and played the part that way because he had to.<br /><br />Still Albuquerque must have had great appeal to the GOP market.",1
3231,"The premise is amazing and the some of the acting, notably Sally Kellerman and Anthony Rapp, is charming... but this film is near unwatchable. The music sounds as if it comes from some sort of the royalty free online site and the lyrics as if they were written with a rhyming dictionary open on the lap. Most of the singing is off-key. I think they may have filmed with the singing accapella and put in the music under it... The dialogue is really stupid and trite. The movie works best when it is actually talking about the real estate but unfortunately it strays to often into stupid farcical sub-plots. I found myself checking my watch after ther first twenty minutes and after 40 wondering 'when is it ever going to end.'",0
1457,"I thought Hugh O'Conor was astounding as the young Christy Brown, and really deserved greater recognition for his role. I couldn't believe how well he played the part. Of course, Daniel Day-Lewis was brilliant too. My favourite scene is where the boys are playing football and Christy uses his head to stop the goals and then kicks the penalty! Amazing performances by the two Christys (and other also).",1
3902,"Just another example of why Stepehn King's books should not be made into movies. (Even Carrie, one of the best, is ruined in the adaptation from book to screen.) The premise of the story revolves around a fat lawyer, always on a diet, who ""accidentally"" kills an old gypsy woman. In court, with the help of the judge and the local police chief, he gets off, even though the accident was sort of his fault as he was not paying attention as he was driving. The father of the dead gypsy woman places a curse on the 3, with our main character, Billy (the lawyer) getting thinner and thinner by the day. Though the movie kept with the book, for the most part, and has your typical King ending, the acting was stilted and felt forced. We went from one scene to the next without much of anything in between, sort of like reading acts in a play. King himself made a cameo in the movie (sort of like Dave Barry), which reinforces my belief that authors should stay just that: authors. Leave the acting to actors. Not that anyone in this movie was that great. I've seen the major characters in movies where they were much better.",0
870,"I just saw this film on Turner Classic Movies last night and was blown away by Victor McLaglen's performance:In every sense of the word a ""tour de force"". The atmosphere of 1922 Dublin evoked through the cinematography and production design really foreshadowed techniques used in the best film noirs of the 40's and early 50's.Very nice attention to detail also;during Frankie McPhillip's (Wallace Ford's) wake, the mourners are all praying in Gaelic. Max Steiner's score is unforgettable. As in later films such as 1939's GWTW, he appropriated folk ballads to lend local color and a sense of place and time. John Ford: already a film giant in 1935!",1
2777,"This film is awful. The screenplay is bad, the is script mediocre, and even the sex scenes are worthless. The thrill and intrigue of the original film are completely lacking. This movie was shot in a dark, shadowy and monochromatic style (a la ""War of the Worlds""), which is so disappointing after the beauty of the original film. Greg Morrisey's brooding character displays one facial expression throughout the film. The twists and turns of the original plot are woefully lacking here; the few that do exist are simply anticlimactic. The only highlight is Sharon Stone's performance as Catherine Tramell, faithfully continued in this sequel, but it isn't enough to make up for the other shortcomings. The only circumstance under which a ""Basic Instinct 3"" should be made would be if Michael Douglas agrees to join the cast.",0
2504,"I get to the cinema every week or so, and regularly check out this site, but never before have I felt compelled to comment on a film.<br /><br />To my all time list of shockingly bad films - Last Man Standing, Spawn, The Bone Collector - I can now add the drivel that was 'Hollow Man'.<br /><br />From the awful opening titles - a ridiculously over-long run through of cast and crew put together with alphabetti spaghetti - through to the insulting finale - a world record number of cliches and some of the most absurd dialogue and acting to have ever made it to cinema - this film is dismal, and only the impressive computer graphics keep you from walking out long before the end.<br /><br />This isn't just my opinion - it was that of my friends, and everyone around us. When large sections of an audience are laughing and groaning during and after a serious thriller, its clear that the film is hopeless.<br /><br />Not only that, it was sick too. The director took the action beyond the bounds of realistic fare for a violent film, and into the realms of an over the top blood soaked B-movie. It's difficult not to imagine the director as some sort of dirty old man, because the extent of the invisible man's forays out of the lab and into the outside world extended only to two attempts at having a feel of some breasts. Perhaps sex could well be the first thing on a bloke's mind if made invisible, but aside from the aesthetic pleasures of the ladies involved, it hardly makes entertaining cinema.<br /><br />[spoilers follow]<br /><br />Get past the films sick exterior, and things are even worse. Whilst Kevin Bacon does a good job of acting increasingly twisted as 'hollow man', the rest of them - perhaps handicapped by a dire script - do an even better job of being hollow cast. One long time member of the team is found strangled in a locker by the invisible man, ""He's finally snapped"" shrugs one colleague without a hint of emotion. This is par for the course, and the lab team swing between sheer terror and complete indifference with such speed that you wonder how they got into acting. They pad their way through the lab corridors terrified, guns poised, but then seconds later one of the crew skips happily off back down the corridor to get blood for a hurt colleague. The lead female treats the invisible man with courtesy and good humour even after he's insulted and abused her, and there seems to be little reaction to his breakouts, even after he drowns the Pentagon chief, ""He drowned in his pool last night"" reports the same female, spectacularly failing to put two and two together.<br /><br />The script is littered with this kind of badly acted pedestrian dialogue, and the rest is just an A-Z of film cliches, which get laid on thicker and faster as the film progresses to the point of complete disbelief and amusement at the end.<br /><br />The 'eureka' moment at the computer, the female undressing at the window, the looped security video - the list really is endless - the predictable disregard for strength in numbers, the decision not to kill the two main stars but just put them in a place of probable impending death and leave them to their own devices, the almost-dead good guy appearing out of nothing to save the woman, the bomb and ubiquitous countdown timer, the fireball explosion which just burns up before reaching the heroes, the falling lift which just stops before hitting them, and more than anything else, the immortality of the bad guy.<br /><br />The invisible man is burnt to a shred with a makeshift flame-thrower, electrocuted, whacked round the head with a bar which had just sliced straight through one of the lesser actors, and then having apparently survived the explosion, fireball and total destruction of the labs, has more than enough life left to climb up through the fireball for one last pop at the films heroes - by which stage the disbelieving audience are cringing and looking at their watches.<br /><br />That this exceptionally bad film actually made it to the cinema is astounding. Even the name of the film is as hopeless as the movie itself, and not even impressive special effects come anywhere near saving this one, which should be avoided at all costs.",0
2181,"Hearing such praise about this play, I decided to watch it when I stumbled across it on cable. I don't see how this ""elivates"" women and their ""struggles"" by focusing on the topic at hand. I guess if you have an interest in stories about women's private parts and how it affects their lives, then this is for you. Otherwise, it's rather dull and boring. If anything, I found it a bit degrading.<br /><br />I inquired with a female friend who also watched this and she thought it was horrible as well. So, it's not just a guy ""not getting it"".",0
2530,"Well...overall, this movie was pretty much worthless, and it's basically a horror movie that ended up being more of a comedy. I just rented this movie last night when me and my friends went to blockbuster looking for a scary movie. This definitely wasn't what we were looking for, but it satisfied us for humor. The actors in this movie (especially Brandon) are so fake that it's funny. And especially that Tracy girl whenever she's in the boarded up room telling the clown to go away. They show almost no emotion and it's just so obvious that they're acting. And also when the clown is looking through that black box paper thing and grabs Mark, he doesn't even look like he's scared even though the clown like grabbed him and started attacking him. And seriously, would you just be JOGGING if you were being chased down? I'd be sprinting for my life! (Even though anyone could probably outrun that clown because he's like 300 lbs.) Not to mention that the effects aren't that great, like whenever the clown chops off Susan's head in the forest, then whenever he throws her head into the boarded up room with Denise and Tracy whenever Denise throws the head back over. Also like in the previous guy's comment, the beginning makes absolutely NO sense and I don't even see why it was even included in the movie. So what, was this movie made in 2003? The music made it sound like it was made in like the 1980's, and the camera-ing(?) doesn't even really look professional. Half of the time, it seems like the camera can't even stay steady when it's suppose to be. Overall, I'd have to say I enjoyed the movie. I wouldn't recommend it though if you're trying to find something to scare you, but if you're looking for something to maybe make fun of or get a laugh out of, I'd recommend it for sure.",0
2500,"I cannot see why filmmakers remade this movie. <br /><br />The 1972 movie with McQueen and McGraw is almost a classic. Steve McQueen was an outstanding actor and Baldwin is only an inadequate actor. He has no passion in his play.Also the action in the original ""Getaway"" was fantastic. But the remake has no action! It is almost boring despite the fact that the film-making in 1972 was more difficult than in 1994. <br /><br />I don't understand the way that Baldwin imprisoned from Mexico. I think this is a mistake in the story.<br /><br />So i think that there was no need to remake it, or if they decided to remake a classic, they must choose an excellent actor for the first role, like Johnny Depp or Brad Pitt...",0
117,"Most Stoogephiles consider this to be the best Stooges short bar none, and they're right. Curly is a scream dressed up in drag as ""Senorita Cucaracha"", and Moe and Larry are in top form as ""Senor Mucho"" and ""Senor Gusto"", respectively. Christine McIntyre's beautiful operatic voice is given full rein--she actually was a trained opera singer--and it's wonderful. The great Gino Corrado is hilarious as a pompous Italian singer terrorized by the Stooges at a society party. Some truly funny gags, good direction and very tight editing make this rise to the very top of the Stooges' prolific output. What's even more amazing is that Curly was having severe health problems at the time, and in several of the shorts he made during this period, you can see that he is obviously ill; his timing is way off, he speaks very slowly and haltingly, and has trouble getting around. Fortunately, his health was in an upswing when he made this film, and it shows. Classic Stooge comedy, and enjoyed by even non-Stooge fans (I had a girlfriend who couldn't stand the Stooges, but even she laughed at this one). A must-see.",1
2113,"Firstly, this is a very dated film, non-focused in its exposition of the left wing political revolution. Honestly, when someone says that the only way to be truly revolutionary is to cease to be intellectual ( which in itself is quite nonsensical, since the answer was arrived at by precisely being intellectual) it reduces me to despair; as if we all should return to being apes in the name of equality - it is simply ridiculous. Our intellectuality is only one of many human qualities, but this does not mean we should not educate ourselves to the highest possible degree. But no doubt this non-educational message ties in with Godard's use of rock music; hence The Rolling Stones.<br /><br />The song 'Sympathy for the Devil', whose creation we witness, and from which the film takes its name, is in fact nothing special. The chord sequence, which is not especially original, was used to much better effect in Led Zeppelin's 'Thankyou'(Led Zeppelin II). Apart form that, 'Sir' Mick Jagger declaims in his usually nebulous manner (rather like Bob Dylan)- notice how the first melodic phrase is unimaginatively repeated over again to form the verse.<br /><br />Besides the fact that the Black Panthers depicted in this film, don't seem to know what they are fighting for, the most interesting scenes involve the equation of fascism with pornography; a message that in fact undermines the sexual 'liberation' of the 1960s and today ( indeed, a message that would belie the behaviour of The Rolling Stones around the time the film was made).<br /><br />No wonder, the DVD came free with The Sunday Times! For a truly profound historical exposition of left-wing sympathy, listen to Luigi Nono's masterpiece, 'Al Gran Sole carico'd'amore'.",0
895,"Of all Arnold's mid-'80s movies who would have thought that most relevant today would be The Running Man. A chilling and surprisingly realistic tale of reality TV gone mad. It may have been far-fetched back then but not so now. Not when you think about it. Currently, Reality TV shows are either scraping the bottom of the barrel or desperate to raise the bar. If the next one isn't more controversial as the last, it's a dud. How long will it be before we really do see shows like The Running Man? How long before we have 'court-appointed theatrical attorneys' or the entertainment division of the Justice Department? There is so much satire and intelligence in this movie that may have been missed back in 1987 that is desperate to be seen again considering the current state of TV shows.<br /><br />The biggest message of all is 'You are being lied to'. It's no secret that the Government and the media work in cahoots. And the masses believe what the media tells them to believe. It's a very scary state of affairs and unless more accurate representations of the truth emerge we may easily accept a brutal show like the Running Man in the near future. It's no secret that Reality TV is not very realistic. It's edited and reshaped before being aired and it's only what the networks want you to see. Usually it's far from the real truth.<br /><br />Although rather different than Stephen King's book (the ending is completely changed) the script does conform to the typical Arnie formula. Yes, he does have numerous and very corny one-liners and he does say 'I'll be back' (which he never REALLY said that often anyway, when you think about it) in the most ironic situation yet but he's still a zillion times better in the role then Christopher Reeve or Dolph Lundgren would have been (these two were considered BEFORE Arnie believe it or not).<br /><br />The director is none other than Dave Starsky himself (Paul Michael Glaser). It may not be artistic but it is still strong enough to generate excitement and his use of neon and flourescent colors gives each individual set a pretty cool look. Andrew Davis (not a director I particularly like) was attached before Glaser, though no matter who directs, the film is still marred by a very heavy 80's feel.<br /><br />First of all, Harold Faltermeyer's score (remember him?) is incredibly dated and robs the action scenes of any timeless integrity. And the fashion sense of the movie is far too excessive to be convincingly set in the future. Apart from the dated feel, the only other thing that bugs me is the poorly staged shoot-out that passes as the climax.<br /><br />This new DVD is a zillion times better than the original release. Gone is the horrid letterbox picture. In its place is a brand new hi-definition 1.85:1 anamorphic transfer. The colors sparkle and literally pop from the screen. The new Dolby 5.1 EX and DTS ES soundtrack are also amazing. There constant use of the surround channels to great effect and the bass is strong and powerful. Definitely one of the best re-masters I've seen so far. Two intriguing documentaries, a trailer and a 'Meet the Stalkers' gimmick are included in this 2-disc set that comes in a rather neat slip case.",1
1545,"I had seen this movie when it got released, and when I was 12 years old :) And I still vividly recollect the wonderful scenes of how the hero/heroine escape every time when faced with danger :) And the best feature of the movie was the portrayal of the villain! I think many so-called action movies copied a lot many ""escape scenes"" from this movie!! And not only does it never impress me when I see such copying, it always increases my appreciation for this masterpiece! :) The lead actors have acted wonderfully. The slow and realistic development of the chemistry b/w the hero and heroine was extremely natural and wonderfully portrayed. As children, we felt that the love that developed b/w them was very natural :) The way they face and overcome all their trials and tribulations together was something that can make even kids realize the value of true love, sacrifice and caring. I recommend that every person see this movie when given a chance!! --Vijay.",1
228,"I saw this in the theater and I instantly thought that it is good enough to own on video. I am a big nut for Sci-Fi action flicks though anyway.<br /><br />Without giving any of the story away, it is worth seeing if you like Sci-Fi without requiring much thought. The story is basic, and the plot is very good. Worth your time to see!<br /><br />Maybe they will make a sequel? :)<br /><br />8 out of 10",1
2099,"No one should ever try to adapt a Tom Robbins book for screen. While the movie is fine and the performances are good, the dialogue, which works well reading it, is crap when spoken. Or, to put it another way, no one would be likely to suggest that hearing someone else's name was like seeing it written in radium on a pearl.<br /><br />Overall, the movie feels like a badly-adapted Cliffs Notes to the book - most of the parts have been hacked down to a fifth of their size in the book, in terms of backstory and current story, and the ending is wildly (and unpleasantly) different from that of the book. Most of the plots from the book have gotten lost, including the one that makes everything make sense at the end, and there's more than one reference that makes sense in the book that makes the viewer say ""Huh?"" Not a worthy effort, unfortunately - the script should have been read, compared to the book, burned, and all the actors sent off to do something far better. I admire Gus Van Sant tremendously, but not even someone of his calibre could have made a decent movie of such a complex book without making a miniseries.",0
